Archive_Date,Specialty_HIPE,Speciality,Adult_Child,Age_Profile,Time_Bands,Total
31-03-2021,1300,Neurology,Adult,65+, 6-9 Months,4
31-03-2021,1300,Neurology,Adult,65+, 9-12 Months,1
31-03-2021,1800,Orthopaedics,Adult,16-64,15-18 Months,237
31-03-2021,1800,Orthopaedics,Adult,65+, 0-3 Months,95
31-03-2021,1800,Orthopaedics,Adult,65+,18 Months +,271
31-03-2021,2500,Rheumatology,Adult,65+,15-18 Months,9
31-03-2021,2500,Rheumatology,Adult,65+,18 Months +,91
31-03-2021,2500,Rheumatology,Child,0-15, 0-3 Months,1
31-03-2021,2600,General Surgery,Adult,16-64, 6-9 Months,83
31-03-2021,2600,General Surgery,Adult,65+,15-18 Months,2
31-03-2021,2600,General Surgery,Child,0-15, 0-3 Months,2
31-03-2021,5000,General Medicine,Adult,16-64,15-18 Months,198
31-03-2021,5000,General Medicine,Adult,65+, 0-3 Months,175
31-03-2021,5000,General Medicine,Adult,65+, 3-6 Months,157
31-03-2021,5000,General Medicine,Adult,65+, 6-9 Months,99
31-03-2021,5000,General Medicine,Adult,65+, 9-12 Months,50
31-03-2021,5000,General Medicine,Adult,65+,12-15 Months,80
31-03-2021,5000,General Medicine,Adult,65+,18 Months +,78
31-03-2021,8000,Anaesthetics,Adult,65+, 9-12 Months,1
31-03-2021,8000,Anaesthetics,Adult,65+,15-18 Months,4
31-03-2021,8000,Anaesthetics,Adult,65+,18 Months +,25
31-03-2021,100,Cardiology,Adult,16-64, 0-3 Months,14
31-03-2021,100,Cardiology,Adult,16-64, 3-6 Months,27
31-03-2021,100,Cardiology,Adult,16-64, 6-9 Months,25
31-03-2021,100,Cardiology,Adult,16-64, 9-12 Months,12
31-03-2021,100,Cardiology,Adult,16-64,12-15 Months,62
31-03-2021,400,Endocrinology,Adult,65+, 0-3 Months,9
31-03-2021,400,Endocrinology,Adult,65+,15-18 Months,2
31-03-2021,400,Endocrinology,Adult,65+,18 Months +,2
31-03-2021,402,Diabetes Mellitus,Adult,16-64,15-18 Months,28
31-03-2021,402,Diabetes Mellitus,Adult,65+, 0-3 Months,5
31-03-2021,402,Diabetes Mellitus,Adult,65+, 9-12 Months,4
31-03-2021,1100,Haematology,Adult,16-64, 9-12 Months,4
31-03-2021,1100,Haematology,Adult,16-64,18 Months +,33
31-03-2021,1100,Haematology,Adult,65+, 3-6 Months,8
31-03-2021,1100,Haematology,Child,0-15,15-18 Months,1
31-03-2021,1503,Gynaecology,Adult,65+, 0-3 Months,24
31-03-2021,1503,Gynaecology,Adult,65+, 6-9 Months,9
31-03-2021,1503,Gynaecology,Adult,65+, 9-12 Months,5
31-03-2021,1700,Ophthalmology,Adult,16-64, 3-6 Months,32
31-03-2021,1700,Ophthalmology,Adult,16-64, 6-9 Months,22
31-03-2021,1700,Ophthalmology,Adult,16-64,12-15 Months,24
31-03-2021,1700,Ophthalmology,Adult,65+,15-18 Months,42
31-03-2021,1700,Ophthalmology,Child,0-15,18 Months +,1
31-03-2021,1900,Paediatrics,Child,0-15, 0-3 Months,105
31-03-2021,1900,Paediatrics,Child,0-15, 9-12 Months,34
31-03-2021,1912,Paediatric Respiratory Medicine,Adult,16-64,12-15 Months,1
31-03-2021,1912,Paediatric Respiratory Medicine,Child,0-15,15-18 Months,4
31-03-2021,2600,General Surgery,Child,0-15, 0-3 Months,13
31-03-2021,2600,General Surgery,Child,0-15, 6-9 Months,21
31-03-2021,2600,General Surgery,Child,0-15, 9-12 Months,9
31-03-2021,2600,General Surgery,Child,0-15,18 Months +,25
31-03-2021,5000,General Medicine,Adult,65+, 0-3 Months,3
31-03-2021,5000,General Medicine,Adult,65+, 3-6 Months,2
31-03-2021,7800,Urology,Adult,65+,15-18 Months,11
31-03-2021,7800,Urology,Adult,65+,18 Months +,26
31-03-2021,7800,Urology,Child,0-15, 0-3 Months,9
31-03-2021,7800,Urology,Child,0-15, 3-6 Months,18
31-03-2021,7800,Urology,Child,0-15, 6-9 Months,9
31-03-2021,7800,Urology,Child,0-15, 9-12 Months,4
31-03-2021,7800,Urology,Child,0-15,12-15 Months,5
31-03-2021,600,Otolaryngology (ENT),Adult,16-64,15-18 Months,315
31-03-2021,600,Otolaryngology (ENT),Adult,16-64,18 Months +,2339
31-03-2021,600,Otolaryngology (ENT),Adult,65+, 3-6 Months,90
31-03-2021,600,Otolaryngology (ENT),Adult,65+, 6-9 Months,79
31-03-2021,600,Otolaryngology (ENT),Adult,65+, 9-12 Months,68
31-03-2021,600,Otolaryngology (ENT),Adult,65+,12-15 Months,90
31-03-2021,900,Geriatric Medicine,Adult,65+, 0-3 Months,50
31-03-2021,1100,Haematology,Adult,65+,15-18 Months,9
31-03-2021,1100,Haematology,Child,0-15, 0-3 Months,1
31-03-2021,1600,Oncology,Adult,65+, 0-3 Months,4
31-03-2021,1700,Ophthalmology,Adult,65+, 0-3 Months,28
31-03-2021,1700,Ophthalmology,Adult,65+, 6-9 Months,26
31-03-2021,1700,Ophthalmology,Adult,65+, 9-12 Months,10
31-03-2021,1700,Ophthalmology,Adult,65+,18 Months +,36
31-03-2021,1700,Ophthalmology,Child,0-15, 3-6 Months,61
31-03-2021,1700,Ophthalmology,Child,0-15,12-15 Months,69
31-03-2021,1800,Orthopaedics,Adult,16-64, 3-6 Months,647
31-03-2021,1800,Orthopaedics,Adult,16-64, 6-9 Months,513
31-03-2021,1800,Orthopaedics,Adult,16-64,12-15 Months,483
31-03-2021,1800,Orthopaedics,Child,0-15,18 Months +,65
31-03-2021,2300,Nephrology,Adult,65+,15-18 Months,26
31-03-2021,2300,Nephrology,Adult,65+,18 Months +,70
31-03-2021,2500,Rheumatology,Adult,16-64, 0-3 Months,166
31-03-2021,2500,Rheumatology,Adult,16-64, 9-12 Months,63
31-03-2021,2500,Rheumatology,Adult,65+, 3-6 Months,44
31-03-2021,2500,Rheumatology,Adult,65+, 6-9 Months,43
31-03-2021,2500,Rheumatology,Adult,65+,12-15 Months,1
31-03-2021,2600,General Surgery,Adult,65+, 0-3 Months,61
31-03-2021,2600,General Surgery,Adult,65+, 3-6 Months,70
31-03-2021,2600,General Surgery,Adult,65+, 6-9 Months,42
31-03-2021,2600,General Surgery,Adult,65+, 9-12 Months,13
31-03-2021,2600,General Surgery,Adult,65+,12-15 Months,1
31-03-2021,2604,Vascular Surgery,Adult,65+, 0-3 Months,45
31-03-2021,2604,Vascular Surgery,Adult,65+, 9-12 Months,29
31-03-2021,2604,Vascular Surgery,Adult,65+,18 Months +,288
31-03-2021,5000,General Medicine,Adult,16-64, 6-9 Months,136
31-03-2021,100,Cardiology,Adult,16-64, 3-6 Months,22
31-03-2021,100,Cardiology,Adult,16-64, 6-9 Months,3
31-03-2021,100,Cardiology,Adult,16-64,12-15 Months,1
31-03-2021,300,Dermatology,Adult,16-64, 3-6 Months,538
31-03-2021,300,Dermatology,Adult,16-64, 6-9 Months,285
31-03-2021,300,Dermatology,Adult,16-64,12-15 Months,185
31-03-2021,400,Endocrinology,Adult,16-64,15-18 Months,16
31-03-2021,400,Endocrinology,Adult,65+,18 Months +,6
31-03-2021,402,Diabetes Mellitus,Adult,16-64,15-18 Months,13
31-03-2021,402,Diabetes Mellitus,Adult,65+, 3-6 Months,13
31-03-2021,402,Diabetes Mellitus,Adult,65+,12-15 Months,7
31-03-2021,402,Diabetes Mellitus,Adult,65+,18 Months +,14
31-03-2021,600,Otolaryngology (ENT),Adult,0-15, 6-9 Months,1
31-03-2021,600,Otolaryngology (ENT),Adult,16-64, 3-6 Months,224
31-03-2021,600,Otolaryngology (ENT),Adult,16-64,12-15 Months,102
31-03-2021,600,Otolaryngology (ENT),Adult,65+,15-18 Months,8
31-03-2021,700,Gastro-Enterology,Adult,16-64, 3-6 Months,170
31-03-2021,700,Gastro-Enterology,Adult,16-64,12-15 Months,7
31-03-2021,700,Gastro-Enterology,Adult,65+,15-18 Months,2
31-03-2021,900,Geriatric Medicine,Adult,16-64, 0-3 Months,51
31-03-2021,900,Geriatric Medicine,Adult,16-64, 3-6 Months,1
31-03-2021,1100,Haematology,Adult,16-64, 0-3 Months,226
31-03-2021,1100,Haematology,Adult,16-64, 9-12 Months,4
31-03-2021,1100,Haematology,Adult,16-64,18 Months +,1
31-03-2021,1100,Haematology,Adult,65+, 3-6 Months,29
31-03-2021,1100,Haematology,Adult,65+, 6-9 Months,6
31-03-2021,1300,Neurology,Adult,16-64, 0-3 Months,146
31-03-2021,1300,Neurology,Adult,16-64, 9-12 Months,24
31-03-2021,1300,Neurology,Adult,65+, 3-6 Months,22
31-03-2021,1300,Neurology,Adult,65+, 6-9 Months,5
31-03-2021,1503,Gynaecology,Adult,65+, 0-3 Months,15
31-03-2021,1503,Gynaecology,Adult,65+, 3-6 Months,1
31-03-2021,1600,Oncology,Adult,16-64, 0-3 Months,12
31-03-2021,1600,Oncology,Adult,16-64, 6-9 Months,1
31-03-2021,1700,Ophthalmology,Adult,16-64, 6-9 Months,13
31-03-2021,1700,Ophthalmology,Adult,16-64, 9-12 Months,3
31-03-2021,1800,Orthopaedics,Adult,16-64,15-18 Months,143
31-03-2021,1800,Orthopaedics,Adult,65+, 6-9 Months,83
31-03-2021,1800,Orthopaedics,Adult,65+, 9-12 Months,39
31-03-2021,1800,Orthopaedics,Adult,65+,18 Months +,102
31-03-2021,2000,Plastic Surgery,Adult,0-15, 0-3 Months,2
31-03-2021,2000,Plastic Surgery,Adult,0-15, 3-6 Months,1
31-03-2021,2000,Plastic Surgery,Adult,0-15, 6-9 Months,3
31-03-2021,2000,Plastic Surgery,Adult,16-64, 3-6 Months,171
31-03-2021,2000,Plastic Surgery,Adult,16-64,12-15 Months,156
31-03-2021,2000,Plastic Surgery,Adult,65+,15-18 Months,20
31-03-2021,2003,Maxillo-Facial,Adult,0-15,15-18 Months,29
31-03-2021,2003,Maxillo-Facial,Adult,65+, 0-3 Months,22
31-03-2021,2003,Maxillo-Facial,Adult,65+, 9-12 Months,8
31-03-2021,2003,Maxillo-Facial,Adult,65+,15-18 Months,10
31-03-2021,2003,Maxillo-Facial,Adult,65+,18 Months +,84
31-03-2021,2300,Nephrology,Adult,16-64, 0-3 Months,46
31-03-2021,2300,Nephrology,Adult,16-64, 9-12 Months,7
31-03-2021,2300,Nephrology,Adult,65+, 3-6 Months,9
31-03-2021,2300,Nephrology,Adult,65+,12-15 Months,7
31-03-2021,2400,Respiratory Medicine,Adult,16-64,18 Months +,25
31-03-2021,2400,Respiratory Medicine,Adult,65+, 0-3 Months,75
31-03-2021,2400,Respiratory Medicine,Adult,65+, 3-6 Months,42
31-03-2021,2400,Respiratory Medicine,Adult,65+, 6-9 Months,15
31-03-2021,2400,Respiratory Medicine,Adult,65+,12-15 Months,1
31-03-2021,2500,Rheumatology,Adult,65+, 0-3 Months,50
31-03-2021,2500,Rheumatology,Adult,65+,18 Months +,1
31-03-2021,2600,General Surgery,Adult,0-15, 3-6 Months,1
31-03-2021,2600,General Surgery,Adult,0-15,12-15 Months,1
31-03-2021,2600,General Surgery,Adult,65+,15-18 Months,8
31-03-2021,2600,General Surgery,Adult,65+,18 Months +,27
31-03-2021,2604,Vascular Surgery,Adult,0-15, 0-3 Months,1
31-03-2021,2604,Vascular Surgery,Adult,16-64, 0-3 Months,106
31-03-2021,2604,Vascular Surgery,Adult,16-64, 6-9 Months,102
31-03-2021,2604,Vascular Surgery,Adult,16-64, 9-12 Months,67
31-03-2021,2700,Infectious Diseases,Adult,16-64, 0-3 Months,5
31-03-2021,2700,Infectious Diseases,Adult,16-64, 6-9 Months,1
31-03-2021,2700,Infectious Diseases,Adult,16-64, 9-12 Months,38
31-03-2021,5000,General Medicine,Adult,16-64,18 Months +,3
31-03-2021,5000,General Medicine,Adult,65+, 0-3 Months,16
31-03-2021,5000,General Medicine,Adult,65+, 3-6 Months,11
31-03-2021,5000,General Medicine,Adult,65+, 6-9 Months,15
31-03-2021,5000,General Medicine,Adult,65+, 9-12 Months,4
31-03-2021,6700,Clinical (Medical) Genetics,Adult,16-64,15-18 Months,88
31-03-2021,7500,Radiotherapy,Adult,16-64, 0-3 Months,5
31-03-2021,7600,Cardio-Thoracic Surgery,Adult,16-64, 3-6 Months,5
31-03-2021,7800,Urology,Adult,65+,15-18 Months,115
31-03-2021,7800,Urology,Adult,65+,18 Months +,413
31-03-2021,7900,Clinical Immunology,Adult,16-64,15-18 Months,60
31-03-2021,8003,Pain Relief,Adult,16-64, 0-3 Months,170
31-03-2021,8003,Pain Relief,Adult,16-64, 9-12 Months,48
31-03-2021,8003,Pain Relief,Adult,16-64,18 Months +,1
31-03-2021,8003,Pain Relief,Adult,65+, 3-6 Months,57
31-03-2021,8003,Pain Relief,Adult,65+, 6-9 Months,28
31-03-2021,8003,Pain Relief,Adult,65+,12-15 Months,22
31-03-2021,400,Endocrinology,Adult,16-64,15-18 Months,1
31-03-2021,1503,Gynaecology,Adult,16-64,18 Months +,279
31-03-2021,1503,Gynaecology,Adult,65+, 0-3 Months,45
31-03-2021,1503,Gynaecology,Adult,65+, 3-6 Months,41
31-03-2021,1503,Gynaecology,Adult,65+, 6-9 Months,31
31-03-2021,1503,Gynaecology,Adult,65+, 9-12 Months,11
31-03-2021,1503,Gynaecology,Adult,65+,12-15 Months,28
31-03-2021,0,Small Volume Specialities,Adult,16-64, 0-3 Months,1
31-03-2021,100,Cardiology,Adult,16-64, 3-6 Months,121
31-03-2021,100,Cardiology,Adult,16-64, 6-9 Months,49
31-03-2021,100,Cardiology,Adult,16-64,12-15 Months,42
31-03-2021,300,Dermatology,Adult,16-64, 3-6 Months,344
31-03-2021,300,Dermatology,Adult,16-64, 6-9 Months,251
31-03-2021,300,Dermatology,Adult,16-64,12-15 Months,254
31-03-2021,400,Endocrinology,Adult,16-64,15-18 Months,27
31-03-2021,400,Endocrinology,Adult,65+,18 Months +,5
31-03-2021,600,Otolaryngology (ENT),Adult,65+,15-18 Months,50
31-03-2021,600,Otolaryngology (ENT),Child,0-15,12-15 Months,1
31-03-2021,600,Otolaryngology (ENT),Child,0-15,18 Months +,2
31-03-2021,700,Gastro-Enterology,Adult,16-64, 3-6 Months,247
31-03-2021,700,Gastro-Enterology,Adult,16-64,12-15 Months,73
31-03-2021,700,Gastro-Enterology,Adult,65+,15-18 Months,5
31-03-2021,900,Geriatric Medicine,Adult,16-64, 0-3 Months,15
31-03-2021,900,Geriatric Medicine,Adult,16-64, 6-9 Months,2
31-03-2021,1100,Haematology,Adult,16-64, 0-3 Months,100
31-03-2021,1100,Haematology,Adult,16-64, 9-12 Months,28
31-03-2021,1100,Haematology,Adult,65+, 3-6 Months,56
31-03-2021,1100,Haematology,Adult,65+, 6-9 Months,35
31-03-2021,1100,Haematology,Adult,65+,12-15 Months,24
31-03-2021,1300,Neurology,Adult,16-64, 0-3 Months,277
31-03-2021,1300,Neurology,Adult,16-64, 9-12 Months,90
31-03-2021,1300,Neurology,Adult,16-64,18 Months +,699
31-03-2021,1300,Neurology,Adult,65+, 3-6 Months,42
31-03-2021,1300,Neurology,Adult,65+, 6-9 Months,38
31-03-2021,1300,Neurology,Adult,65+,12-15 Months,29
31-03-2021,1503,Gynaecology,Adult,16-64, 9-12 Months,153
31-03-2021,1503,Gynaecology,Adult,16-64,18 Months +,1304
31-03-2021,1503,Gynaecology,Adult,65+, 3-6 Months,31
31-03-2021,1503,Gynaecology,Adult,65+, 6-9 Months,23
31-03-2021,1503,Gynaecology,Adult,65+,12-15 Months,19
31-03-2021,1600,Oncology,Adult,16-64, 0-3 Months,4
31-03-2021,1800,Orthopaedics,Adult,16-64,15-18 Months,344
31-03-2021,1800,Orthopaedics,Adult,65+, 0-3 Months,208
31-03-2021,1800,Orthopaedics,Adult,65+, 6-9 Months,238
31-03-2021,1800,Orthopaedics,Adult,65+, 9-12 Months,107
31-03-2021,1800,Orthopaedics,Adult,65+,18 Months +,527
31-03-2021,2100,Psychiatry,Adult,65+, 0-3 Months,1
31-03-2021,2300,Nephrology,Adult,16-64, 0-3 Months,59
31-03-2021,2300,Nephrology,Adult,16-64, 3-6 Months,38
31-03-2021,2300,Nephrology,Adult,16-64, 6-9 Months,6
31-03-2021,2300,Nephrology,Adult,16-64, 9-12 Months,2
31-03-2021,2400,Respiratory Medicine,Adult,16-64, 6-9 Months,77
31-03-2021,2400,Respiratory Medicine,Adult,16-64, 9-12 Months,53
31-03-2021,2400,Respiratory Medicine,Adult,16-64,18 Months +,104
31-03-2021,2400,Respiratory Medicine,Adult,65+, 3-6 Months,68
31-03-2021,2400,Respiratory Medicine,Adult,65+,12-15 Months,39
31-03-2021,2500,Rheumatology,Adult,16-64,15-18 Months,32
31-03-2021,2500,Rheumatology,Adult,65+, 0-3 Months,38
31-03-2021,2500,Rheumatology,Child,0-15, 3-6 Months,1
31-03-2021,2600,General Surgery,Adult,65+,15-18 Months,17
31-03-2021,2600,General Surgery,Adult,65+,18 Months +,66
31-03-2021,2604,Vascular Surgery,Adult,65+,15-18 Months,34
31-03-2021,2604,Vascular Surgery,Child,0-15, 0-3 Months,1
31-03-2021,6200,Clinical Neurophysiology,Adult,16-64, 0-3 Months,151
31-03-2021,6200,Clinical Neurophysiology,Adult,16-64, 9-12 Months,117
31-03-2021,6200,Clinical Neurophysiology,Adult,16-64,18 Months +,268
31-03-2021,6200,Clinical Neurophysiology,Adult,65+, 3-6 Months,62
31-03-2021,6200,Clinical Neurophysiology,Adult,65+, 6-9 Months,62
31-03-2021,6200,Clinical Neurophysiology,Adult,65+,12-15 Months,38
31-03-2021,7800,Urology,Adult,65+, 0-3 Months,135
31-03-2021,7800,Urology,Adult,65+,18 Months +,596
31-03-2021,8003,Pain Relief,Adult,16-64, 0-3 Months,114
31-03-2021,8003,Pain Relief,Adult,16-64, 6-9 Months,89
31-03-2021,8003,Pain Relief,Adult,16-64, 9-12 Months,52
31-03-2021,8003,Pain Relief,Adult,65+, 3-6 Months,34
31-03-2021,8003,Pain Relief,Adult,65+,12-15 Months,35
31-03-2021,8400,Chemical Pathology,Adult,16-64, 0-3 Months,7
31-03-2021,8400,Chemical Pathology,Adult,16-64,18 Months +,3
31-03-2021,8400,Chemical Pathology,Adult,65+, 3-6 Months,6
31-03-2021,8400,Chemical Pathology,Adult,65+, 6-9 Months,4
31-03-2021,8400,Chemical Pathology,Adult,65+, 9-12 Months,1
31-03-2021,8400,Chemical Pathology,Adult,65+,12-15 Months,2
31-03-2021,100,Cardiology,Adult,16-64, 0-3 Months,68
31-03-2021,100,Cardiology,Adult,16-64, 3-6 Months,75
31-03-2021,100,Cardiology,Adult,16-64,12-15 Months,56
31-03-2021,100,Cardiology,Adult,65+, 6-9 Months,39
31-03-2021,100,Cardiology,Adult,65+, 9-12 Months,40
31-03-2021,400,Endocrinology,Adult,65+,15-18 Months,13
31-03-2021,402,Diabetes Mellitus,Adult,16-64,15-18 Months,4
31-03-2021,402,Diabetes Mellitus,Adult,65+,18 Months +,5
31-03-2021,700,Gastro-Enterology,Adult,16-64, 3-6 Months,30
31-03-2021,700,Gastro-Enterology,Adult,16-64, 6-9 Months,11
31-03-2021,700,Gastro-Enterology,Adult,16-64,12-15 Months,3
31-03-2021,900,Geriatric Medicine,Adult,16-64, 0-3 Months,4
31-03-2021,900,Geriatric Medicine,Adult,16-64, 6-9 Months,1
31-03-2021,900,Geriatric Medicine,Adult,65+, 3-6 Months,51
31-03-2021,900,Geriatric Medicine,Adult,65+,12-15 Months,12
31-03-2021,1503,Gynaecology,Adult,16-64,15-18 Months,6
31-03-2021,1503,Gynaecology,Adult,65+, 0-3 Months,4
31-03-2021,1700,Ophthalmology,Adult,16-64, 0-3 Months,2
31-03-2021,1700,Ophthalmology,Adult,16-64, 6-9 Months,1
31-03-2021,1700,Ophthalmology,Adult,16-64, 9-12 Months,1
31-03-2021,1700,Ophthalmology,Adult,65+, 3-6 Months,5
31-03-2021,1800,Orthopaedics,Adult,16-64,15-18 Months,1
31-03-2021,2600,General Surgery,Adult,16-64, 3-6 Months,56
31-03-2021,2600,General Surgery,Adult,65+,15-18 Months,1
31-03-2021,2604,Vascular Surgery,Adult,16-64, 6-9 Months,19
31-03-2021,2604,Vascular Surgery,Adult,16-64, 9-12 Months,52
31-03-2021,7800,Urology,Adult,16-64, 3-6 Months,3
31-03-2021,7800,Urology,Adult,16-64,12-15 Months,1
31-03-2021,8003,Pain Relief,Adult,16-64, 9-12 Months,5
31-03-2021,8003,Pain Relief,Adult,65+, 3-6 Months,21
31-03-2021,8003,Pain Relief,Adult,65+, 6-9 Months,9
31-03-2021,300,Dermatology,Adult,16-64,18 Months +,45
31-03-2021,300,Dermatology,Adult,65+, 0-3 Months,10
31-03-2021,1100,Haematology,Adult,16-64,15-18 Months,19
31-03-2021,1100,Haematology,Adult,65+,18 Months +,15
31-03-2021,1300,Neurology,Adult,16-64,15-18 Months,12
31-03-2021,1300,Neurology,Child,0-15, 6-9 Months,1
31-03-2021,1300,Neurology,Child,0-15,12-15 Months,1
31-03-2021,1503,Gynaecology,Child,0-15, 0-3 Months,4
31-03-2021,1503,Gynaecology,Child,0-15, 9-12 Months,2
31-03-2021,1503,Gynaecology,Child,0-15,18 Months +,4
31-03-2021,1700,Ophthalmology,Adult,16-64, 0-3 Months,7
31-03-2021,1700,Ophthalmology,Adult,16-64,15-18 Months,3
31-03-2021,1700,Ophthalmology,Adult,65+, 3-6 Months,27
31-03-2021,1700,Ophthalmology,Adult,65+, 6-9 Months,15
31-03-2021,1700,Ophthalmology,Adult,65+,12-15 Months,16
31-03-2021,1900,Paediatrics,Adult,16-64, 3-6 Months,1
31-03-2021,1900,Paediatrics,Adult,16-64,18 Months +,2
31-03-2021,2600,General Surgery,Adult,16-64, 0-3 Months,440
31-03-2021,2600,General Surgery,Adult,16-64, 3-6 Months,456
31-03-2021,2600,General Surgery,Adult,16-64, 9-12 Months,198
31-03-2021,2600,General Surgery,Adult,16-64,12-15 Months,291
31-03-2021,2600,General Surgery,Adult,65+, 6-9 Months,109
31-03-2021,2600,General Surgery,Child,0-15,15-18 Months,56
31-03-2021,5000,General Medicine,Adult,65+,15-18 Months,68
31-03-2021,5000,General Medicine,Child,0-15, 0-3 Months,4
31-03-2021,5000,General Medicine,Child,0-15, 3-6 Months,3
31-03-2021,100,Cardiology,Adult,16-64, 9-12 Months,40
31-03-2021,100,Cardiology,Adult,16-64,15-18 Months,78
31-03-2021,100,Cardiology,Adult,16-64,18 Months +,222
31-03-2021,100,Cardiology,Adult,65+, 3-6 Months,65
31-03-2021,100,Cardiology,Adult,65+, 6-9 Months,40
31-03-2021,100,Cardiology,Adult,65+,12-15 Months,55
31-03-2021,1100,Haematology,Adult,65+, 0-3 Months,6
31-03-2021,1503,Gynaecology,Adult,16-64,15-18 Months,46
31-03-2021,1503,Gynaecology,Adult,65+,18 Months +,22
31-03-2021,1800,Orthopaedics,Adult,65+,15-18 Months,115
31-03-2021,1800,Orthopaedics,Child,0-15, 3-6 Months,1
31-03-2021,2500,Rheumatology,Adult,65+,15-18 Months,28
31-03-2021,2600,General Surgery,Adult,16-64, 3-6 Months,99
31-03-2021,5000,General Medicine,Adult,16-64,15-18 Months,93
31-03-2021,5000,General Medicine,Adult,65+,18 Months +,41
31-03-2021,100,Cardiology,Adult,16-64,15-18 Months,13
31-03-2021,100,Cardiology,Adult,65+, 0-3 Months,51
31-03-2021,100,Cardiology,Adult,65+, 9-12 Months,7
31-03-2021,100,Cardiology,Adult,65+,18 Months +,15
31-03-2021,402,Diabetes Mellitus,Adult,16-64, 0-3 Months,46
31-03-2021,402,Diabetes Mellitus,Adult,16-64, 3-6 Months,5
31-03-2021,402,Diabetes Mellitus,Adult,16-64, 6-9 Months,3
31-03-2021,700,Gastro-Enterology,Adult,65+, 0-3 Months,28
31-03-2021,700,Gastro-Enterology,Adult,65+, 3-6 Months,12
31-03-2021,700,Gastro-Enterology,Adult,65+, 6-9 Months,6
31-03-2021,700,Gastro-Enterology,Adult,65+, 9-12 Months,1
31-03-2021,700,Gastro-Enterology,Adult,65+,12-15 Months,1
31-03-2021,900,Geriatric Medicine,Adult,65+, 0-3 Months,24
31-03-2021,1300,Neurology,Adult,65+,15-18 Months,10
31-03-2021,1300,Neurology,Child,0-15, 0-3 Months,1
31-03-2021,1300,Neurology,Child,0-15, 6-9 Months,1
31-03-2021,1503,Gynaecology,Adult,16-64,12-15 Months,1
31-03-2021,2400,Respiratory Medicine,Adult,65+,15-18 Months,2
31-03-2021,2400,Respiratory Medicine,Child,0-15, 3-6 Months,1
31-03-2021,2600,General Surgery,Adult,16-64, 0-3 Months,303
31-03-2021,2600,General Surgery,Adult,16-64, 9-12 Months,2
31-03-2021,2600,General Surgery,Adult,65+, 3-6 Months,54
31-03-2021,2600,General Surgery,Adult,65+, 6-9 Months,16
31-03-2021,5000,General Medicine,Adult,16-64, 3-6 Months,15
31-03-2021,5000,General Medicine,Adult,16-64,12-15 Months,5
31-03-2021,900,Geriatric Medicine,Adult,16-64, 0-3 Months,4
31-03-2021,900,Geriatric Medicine,Adult,16-64, 3-6 Months,4
31-03-2021,900,Geriatric Medicine,Adult,16-64, 6-9 Months,1
31-03-2021,1503,Gynaecology,Adult,16-64,15-18 Months,3
31-03-2021,1503,Gynaecology,Adult,65+, 0-3 Months,16
31-03-2021,1503,Gynaecology,Adult,65+, 6-9 Months,17
31-03-2021,1503,Gynaecology,Adult,65+, 9-12 Months,7
31-03-2021,1503,Gynaecology,Child,0-15, 3-6 Months,5
31-03-2021,1900,Paediatrics,Adult,16-64, 6-9 Months,1
31-03-2021,2600,General Surgery,Adult,16-64, 6-9 Months,6
31-03-2021,2600,General Surgery,Child,0-15, 0-3 Months,22
31-03-2021,5000,General Medicine,Adult,16-64,15-18 Months,16
31-03-2021,5000,General Medicine,Adult,65+, 0-3 Months,119
31-03-2021,5000,General Medicine,Adult,65+, 6-9 Months,75
31-03-2021,5000,General Medicine,Adult,65+, 9-12 Months,30
31-03-2021,0,Small Volume Specialities,Adult,65+, 0-3 Months,1
31-03-2021,100,Cardiology,Adult,0-15,15-18 Months,1
31-03-2021,100,Cardiology,Adult,0-15,18 Months +,1
31-03-2021,100,Cardiology,Adult,16-64,18 Months +,101
31-03-2021,100,Cardiology,Adult,65+, 3-6 Months,193
31-03-2021,100,Cardiology,Adult,65+, 6-9 Months,140
31-03-2021,100,Cardiology,Adult,65+, 9-12 Months,61
31-03-2021,100,Cardiology,Adult,65+,12-15 Months,96
31-03-2021,300,Dermatology,Adult,0-15,15-18 Months,1
31-03-2021,300,Dermatology,Adult,16-64, 0-3 Months,548
31-03-2021,300,Dermatology,Adult,65+, 3-6 Months,139
31-03-2021,300,Dermatology,Adult,65+, 6-9 Months,41
31-03-2021,300,Dermatology,Adult,65+, 9-12 Months,13
31-03-2021,300,Dermatology,Adult,65+,12-15 Months,37
31-03-2021,400,Endocrinology,Adult,16-64, 6-9 Months,74
31-03-2021,400,Endocrinology,Adult,16-64,12-15 Months,74
31-03-2021,400,Endocrinology,Adult,65+,15-18 Months,29
31-03-2021,600,Otolaryngology (ENT),Adult,0-15, 0-3 Months,2
31-03-2021,600,Otolaryngology (ENT),Adult,0-15,18 Months +,2
31-03-2021,600,Otolaryngology (ENT),Adult,16-64, 0-3 Months,423
31-03-2021,600,Otolaryngology (ENT),Adult,16-64, 3-6 Months,367
31-03-2021,600,Otolaryngology (ENT),Adult,16-64, 6-9 Months,256
31-03-2021,600,Otolaryngology (ENT),Adult,16-64,12-15 Months,282
31-03-2021,700,Gastro-Enterology,Adult,16-64, 0-3 Months,460
31-03-2021,700,Gastro-Enterology,Adult,16-64, 3-6 Months,179
31-03-2021,700,Gastro-Enterology,Adult,16-64, 9-12 Months,7
31-03-2021,700,Gastro-Enterology,Adult,16-64,12-15 Months,4
